Proveedor,Pets,Categoría,Marca,SKU,Nombre de producto,DIC,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC.1,ENE.1,FEB.1,MAR.1,TOTAL GENERAL,Ventas Prom x Mes,Pronostico Abril,Ventas Abr,Promedio ultimos 3 meses,Time meses en inventario,TOTAL AS,AUTOSHIPS (ACTIVOS-15 DÍAS),AUTOSHIPS (ACTIVOS-30 DÍAS),SAFETY STOCK,STOCK Actual,STOCK- safety stock,Tipo de producto,Cantidades a Ordenar,inventario total
Mundo Pet,perro,Accesorios,MPets,MPpMP11524,Cama Shetland OVAL XXL 97x65CM - Beige,NA,NA,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0.4,0.5,0,0.3333333333333333,0.0,0,0,0,0.175,0.0,0.0,CD,NA,0.0
DogHood,perro,Accesorios,ZeeDog,ZepZDA1784,Go Bowl Black - Large,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,2,0,0,0,4,0.4,0.5,1,0.3333333333333333,6.0,0,0,0,0.175,2.0,0.0,DD,0.0,2.0
Mundo Pet,perro,Accesorios,MPets,MPpMP91509,"Juego De Platos De Acero Doble - 470, ml",0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,0.0
nan,nan,nan,nan,PEpPg3211,NA,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0, ,NA,2.0
nan,nan,nan,nan,ZepZDA1770,NA,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
Herrera & Elizondo,perro,Alimento,1st CHOICE,1spFC3816,"Perro Adulto Mant. Piel y Pelo Sensible (Cordero) - 2.72, kg",0.0,0.0,0.0,0,0,0,1,0,0,2,0,0,0,1,0,3,7,0.8,1.0,3,2.0,1.5,2,0,2,0.35,3.0,0.0,DD,NA,3.0
DogHood,perro,Accesorios,ZeeDog,ZepZDA1781,Super Pear - Unica,0.0,0.0,0.0,1,0,0,0,0,0,2,0,0,1,1,0,0,5,0.4,0.5,2,0.6666666666666666,0.0,0,0,0,0.175,0.0,0.0,DD,2.0,2.0
Full Pets,perro,Higiene,Urine Off,UrUO11854,"Urine Off para Superficies - Perros - 118, ml",0.0,0.0,0.0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,0.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDi2185,"Puppy - 9.1, kg",NA,NA,NA,1,1,1,0,0,0,0,0,2,1,1,1,1,9,1.2,1.5,1,1.0,2.0,1,1,0,1.525,2.0,0.0,CC,NA,2.0
Yanyunis,gato,Alimento,Taste Of the Wild,TagTW2209,"Rocky Mountain Feline (Venado Asado y Salmón Ahumado) - 6.4, kg",0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,2,0,1,2,8,1.0,1.25,3,2.0,2.5,1,1,0,1.4375,5.0,0.0,BC,NA,5.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDN3170,"Small Breed Puppy - 2.27, kg",1.0,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,NA,2.0
Nestle,perro,Alimento,Beneful,PupBE327,"Cachorro Pollo - 4, kg",0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,NA,2.0
nan,nan,nan,nan,ChpCI81245,NA,NA,NA,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Suplidora Royal,gato,Alimento,Royal Canin,RogRC31432,"Maine Coon Adulto - 2, kg",0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,1,0,0,5,0.4,0.5,0,0.0,NA,0,0,0,0.175,4.0,0.0,CD,NA,4.0
BELINA,perro,Alimento,Balance,BapBA3362,"Puppy Raza Pequeña - 2, kg",NA,NA,1.0,0,0,0,1,0,0,0,0,0,2,0,1,0,5,0.6,0.75,0,0.3333333333333333,3.0,0,0,0,0.26249999999999996,1.0,0.0,DD,0.0,1.0
BELINA,perro,Alimento,NutriSource,NupNS3297,"Lamb Meal And Rice (Cordero y Arroz) - 2.27, kg",0.0,0.0,0.0,0,0,0,0,0,1,2,1,0,0,3,1,3,11,1.4,1.75,0,1.3333333333333333,2.25,0,0,0,0.6124999999999999,3.0,0.0,CC,0.0,3.0
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW3125,"High Prairie (Bisonte Asado y Venado Asado) - 2.3, kg",0.0,0.0,0.0,0,0,0,0,1,1,1,1,0,3,1,1,3,12,1.6,2.0,1,1.6666666666666667,1.7999999999999998,1,0,1,0.7,3.0,0.0,CC,NA,3.0
Philozoo CR,dos,Accesorios,Philozoo CR,PhpPZA1994,Cama Puff,0.0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,1,0,0,6,0.4,0.5,0,0.0,NA,0,0,0,0.175,1.0,0.0,CC,NA,1.0
Philozoo CR,perro,Accesorios,Philozoo CR,PhPPZA1992,Botella On The Go - Gris,0.0,0.0,0.0,0,0,1,1,0,1,1,0,0,0,0,0,0,4,0.0,0.0,1,0.3333333333333333,6.0,0,0,0,0.0,2.0,0.0,DD,NA,2.0
Repagro,gato,Higiene,MasQPets,MagQP11013,"Shampoo Lavanda 2/1 Gatos - 400, ml",NA,NA,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0.2,0.25,1,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,DD,NA,0.0
nan,nan,nan,nan,Packtobi001,NA,1.0,1.0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Mundo Pet,perro,Alimento,Natural Wild,NapNW51535,Hueso Natural - 6-7,0.0,0.0,0.0,0,0,0,0,0,0,1,2,1,1,0,1,0,6,0.6,0.75,0,0.3333333333333333,0.0,0,0,0,0.26249999999999996,0.0,0.0,DC,NA,0.0
Nestle,gato,Alimento,Cat Chow,PugCH350,"Adultos (Pescado) - 1.5, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,3,1,1,5,1,3,14,2.2,2.75,1,1.6666666666666667,1.2,1,0,1,0.9624999999999999,2.0,0.0,CC,NA,2.0
Nestle,perro,Alimento,Dog Chow,PupCH222,"Adulto Razas Minis y Pequeños (Pollo) - 7.5, kg",NA,NA,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,5,0.4,0.5,0,0.3333333333333333,3.0,0,0,0,0.175,1.0,0.0,CD,NA,1.0
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW1137,"South West Canyon (Jabali) - 12.7, kg",0.0,0.0,0.0,0,1,0,0,2,0,0,0,1,0,1,2,1,8,1.0,1.25,0,1.0,2.0,1,0,0,0.4375,2.0,0.0,BC,NA,2.0
Virbac,gato,Alimento,Virbac,VigVC31727,"UROLOGY 2 - Salud urinaria - 3, kg",NA,NA,NA,1,0,1,0,0,2,0,0,0,0,0,1,3,8,0.8,1.0,3,2.3333333333333335,2.142857142857143,1,1,0,1.35,5.0,0.0,CD,0.0,5.0
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW2126,"High Prairie (Bisonte Asado y Venado Asado) - 6.4, kg",0.0,0.0,0.0,0,0,2,1,0,1,0,0,1,1,1,1,1,9,1.0,1.25,2,1.3333333333333333,3.0,1,0,1,0.4375,4.0,0.0,BC,NA,4.0
Nestle,perro,Alimento,Pro Plan,PupPP2419,"Active Mind Adulto 7+ Raza Pequeñas - 7.5, kg",0.0,0.0,0.0,0,0,0,0,1,2,1,1,2,1,2,1,3,14,1.8,2.25,2,2.0,1.0,3,1,1,1.7875,2.0,0.0,BC,NA,2.0
Nestle,perro,Alimento,Beneful,PupBE212,"Cachorro Pollo - 10.1, kg",0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,NA,2.0
Nestle,perro,Alimento,Pro Plan,PupPP1406,"Pro Plan Adulto Raza Mediana - 13, kg",0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,5,4,2,10,26,4.4,5.5,3,5.0,1.2,7,2,2,3.925,6.0,0.0,AB,NA,6.0
nan,nan,nan,nan,PupBE339,NA,NA,1.0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Mundo Pet,perro,Accesorios,MPets,MPpMP91505,"Plato Plástico Antideslizante - 1150, ml",0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,1,4,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
Mundo Pet,perro,Accesorios,MPets,MPpMP8133Nar,Juguete Mars Ball Small - Anaranjado,0.0,0.0,0.0,0,0,0,0,1,0,2,0,0,2,0,1,1,7,0.8,1.0,0,0.6666666666666666,0.0,0,0,0,0.35,0.0,0.0,DC,NA,0.0
Suplidora Royal,perro,Alimento,Nature's Protection,NaPNP2036,"Kitten Húmedo - 100, g",0.0,0.0,0.0,0,0,0,0,0,3,0,3,1,0,5,0,0,12,1.2,1.5,6,2.0,0.0,0,0,0,0.5249999999999999,0.0,0.0,DC,NA,0.0
Repagro,perro,Alimento,MasQPets,MapQP1746,"Long Roll - 1, Unidades",0.0,0.0,0.0,0,0,1,0,1,3,1,0,1,0,0,0,0,7,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DC,NA,1.0
Petgüel,perro,Alimento,Petgüel,PeAMi2136P,Caserola de Pollo 500g - 2Pack,0.0,0.0,0.0,0,0,0,0,0,3,1,2,1,1,0,4,1,13,1.4,1.75,0,1.6666666666666667,0.0,2,2,0,2.6125,0.0,0.0,CC,NA,0.0
DogHood,perro,Accesorios,ZeeDog,ZepZDA1796,Dispensador Bolsas para Heces Negra 2.0 - Unica,0.0,0.0,0.0,0,1,2,0,0,1,0,0,0,1,1,1,0,7,0.6,0.75,0,0.3333333333333333,3.0,0,0,0,0.26249999999999996,1.0,0.0,DC,2.0,3.0
nan,nan,nan,nan,ZePZDA1832,NA,0.0,0.0,0.0,0,0,1,0,0,1,0,2,0,0,0,0,0,4,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0, ,NA,2.0
Philozoo CR,dos,Accesorios,Philozoo CR,PhpPZA2027,"LIMPIADOR DE PATITAS - Celeste, M",0.0,0.0,0.0,0,0,0,1,0,2,1,1,1,0,0,0,1,7,0.4,0.5,0,0.3333333333333333,6.0,0,0,0,0.175,2.0,0.0,DC,NA,2.0
Nestle,gato,Alimento,Felix,PugFXP2128,Alimento Húmedo Salmón - 85 g - 6Pack,0.0,0.0,0.0,0,0,0,0,0,1,0,3,0,1,3,1,8,17,2.6,3.25,7,5.333333333333333,1.875,0,0,0,1.1375,10.0,0.0,DC,NA,10.0
Mundo Pet,perro,Accesorios,MPets,MPpMP91502,"Plato Inoxidable Antideslizante - 950, ml",0.0,0.0,0.0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,0.0
Yanyunis,gato,Alimento,Diamond Naturals,DigDN2198,"Indoor (Pollo y Arroz) - 8.16, kg",0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,CD,NA,2.0
Nestle,perro,Alimento,Pro Plan,PupPP3437,"Pro Plan Cachorros Razas Pequeñas - 3, kg",0.0,0.0,0.0,0,0,0,0,0,1,1,2,0,0,0,1,1,6,0.4,0.5,0,0.6666666666666666,4.5,0,0,0,0.175,3.0,0.0,CC,NA,3.0
nan,nan,nan,nan,PugPP3458,NA,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Herrera & Elizondo,gato,Alimento,1st CHOICE,1sgFC2785,"Gatito Inicio Saludable - 10, kg",0.0,0.0,0.0,0,0,1,0,2,0,0,0,1,0,0,0,0,4,0.2,0.25,1,0.3333333333333333,12.0,2,0,1,0.0875,4.0,0.0,CD,NA,4.0
Nestle,perro,Alimento,Alpo,PupAL569,"T-Bonz Porterhouse Dog Treats - 283, g",NA,NA,1.0,0,1,0,0,0,1,1,0,0,0,0,0,1,5,0.2,0.25,1,0.6666666666666666,0.0,0,0,0,0.0875,0.0,0.0,DD,NA,0.0
VETIM SA,perro,Alimento,Prescription Diet,ScpSD21457,"i/d® Canine - 7.98, kg",0.0,0.0,0.0,0,0,0,1,0,1,1,1,1,2,1,1,1,10,1.2,1.5,1,1.0,7.0,1,1,0,1.525,7.0,0.0,BC,NA,7.0
Mundo Pet,perro,Alimento,Natural Wild,NapNW51714,Huesos Naturales - 3 Und - 3-4,0.0,0.0,0.0,0,0,0,2,0,1,1,0,2,2,1,1,0,10,1.2,1.5,0,0.3333333333333333,0.0,0,0,0,0.5249999999999999,0.0,0.0,DC,NA,0.0
Herrera & Elizondo,dos,Farmacia,zoofarma,hezoNe48,"Neocan - 240, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0.2,0.25,1,0.6666666666666666,1.5,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
NA,0,NA,NA,heAlDo103,Doxiciclina 100 mg (RRM) - Blíster,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0.8,1.0,0,1.3333333333333333,21.75,4,0,0,0.35,29.0,0.0,DD,NA,29.0
Philozoo CR,perro,Accesorios,Philozoo CR,PhPPZA1990,Botella On The Go - Rosado,0.0,0.0,0.0,0,0,0,0,0,1,1,2,0,0,0,0,0,4,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,KopKG2073,Extreme - L,0.0,0.0,0.0,0,0,0,2,0,1,1,0,0,1,0,0,0,5,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0, ,NA,0.0
Nestle,gato,Alimento,Felix,PugFXP2126,Alimento Húmedo Atún - 85 g - 6Pack,0.0,0.0,0.0,0,0,0,0,1,1,1,1,3,2,0,1,3,13,1.8,2.25,9,4.333333333333333,1.6153846153846154,3,3,0,3.7875,7.0,0.0,DC,NA,7.0
Suplidora Royal,gato,Alimento,Cat It,CaGCI2062,Creamy - Salmón,0.0,0.0,0.0,0,0,0,0,1,1,1,1,5,1,11,1,15,37,6.6,8.25,7,7.666666666666667,1.1739130434782608,7,7,0,9.8875,9.0,0.0,CB,NA,9.0
Petgüel,perro,Alimento,Petgüel,PeAMi2134,Caserola de Carne 500g - Unidad,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,0.2,0.25,2,0.6666666666666666,-1.5,0,0,0,0.0875,-1.0,0.0,DD,NA,-1.0
Suplidora Royal,perro,Higiene,Easygroom,EaPEG2050,"Champú De Sábila - 400, ml",0.0,0.0,0.0,0,0,0,0,0,1,1,2,0,1,0,1,0,6,0.4,0.5,0,0.3333333333333333,6.0,0,0,0,0.175,2.0,0.0,DC,NA,2.0
Nestle,perro,Alimento,Pro Plan,PupPP2188,"Pro Plan Cachorro Raza Mediana - 3, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,1,0,1,2,7,0.8,1.0,0,1.0,1.0,0,0,0,0.35,1.0,0.0,CD,NA,1.0
Alcames,dos,Farmacia,Nutricell,Ald2237,"Pelo & Piel - 200, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,3,2,4,0,1,0,10,1.4,1.75,0,0.3333333333333333,21.0,0,0,0,0.6124999999999999,7.0,0.0,CC,NA,7.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDi1179,"Pro 89 - 18, kg",0.0,0.0,0.0,0,0,0,0,1,1,2,0,3,0,1,0,0,8,0.8,1.0,1,0.3333333333333333,3.0,2,1,1,1.35,1.0,0.0,BC,NA,1.0
BELINA,perro,Alimento,Balance,BapBA2343,"Puppy - 9.07, kg",0.0,0.0,0.0,0,0,0,0,0,0,1,2,0,1,1,3,2,10,1.4,1.75,1,2.0,1.0,0,0,0,0.6124999999999999,2.0,0.0,CC,0.0,2.0
Nestle,perro,Alimento,Pro Plan,PupPP1412,"Pro Plan Mind 7+ Razas Medianas y Grandes - 13, kg",0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,0,0,2,5,0.4,0.5,1,1.0,2.0,1,0,1,0.175,2.0,0.0,CD,NA,2.0
Nestle,perro,Alimento,Alpo,PupAL564,"Alpo Variety Snaps Little Bites Dog Treats With Beef, Chicken, Liver And Lamb - 454, g",0.0,0.0,0.0,1,1,0,0,0,0,1,0,2,1,1,1,1,9,1.2,1.5,2,1.3333333333333333,-1.5,0,0,0,0.5249999999999999,-2.0,0.0,DC,NA,-2.0
Mundo Pet,perro,Alimento,Old Prince,OlpOPA1815,"Adulto Razas Pequeñas (Cordero) - 3, kg",0.0,0.0,0.0,0,0,0,0,0,0,1,2,3,4,2,3,6,21,3.6,4.5,0,3.0,1.3333333333333333,2,2,0,3.575,4.0,0.0,CB,NA,4.0
Herrera & Elizondo,dos,Farmacia,Unimedical,heUnPr68,Prednisolona 20 mg (RRM) - Blíster,0.0,0.0,0.0,0,0,0,1,1,0,1,0,1,0,0,0,0,4,0.2,0.25,1,0.3333333333333333,6.0,1,1,0,1.0875,2.0,0.0,DD,NA,2.0
VETIM SA,perro,Farmacia,Bravecto,BrpBV11612,"500 Mg 10­-20 Kg - 500, mg",0.0,0.0,0.0,0,0,0,1,0,0,1,1,5,4,5,6,13,36,6.6,8.25,6,8.333333333333334,1.3199999999999998,13,3,2,5.887499999999999,11.0,0.0,AB,NA,11.0
nan,nan,nan,nan,KopKG2071,Goodie Bone - S,0.0,0.0,0.0,0,0,0,0,1,1,2,0,0,0,0,0,0,4,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
VETIM SA,perro,Alimento,Science Diet,ScpSDW2199,"i/d Chicken & Vegetable Stew Canino - 156, g",0.0,0.0,0.0,0,0,0,0,0,0,1,2,4,2,12,0,15,36,6.6,8.25,11,8.666666666666666,2.653846153846154,0,0,0,2.8874999999999997,23.0,0.0,DB,NA,23.0
nan,nan,nan,nan,ZipZP3592,NA,1.0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Suplidora Royal,perro,Higiene,Easygroom,EaPEG2056,"Champú De Avena - 400, ml",0.0,0.0,0.0,0,0,0,0,0,0,2,1,0,1,1,1,1,7,0.8,1.0,3,1.6666666666666667,-0.6,0,0,0,0.35,-1.0,0.0,DC,NA,-1.0
Corpeco,dos,Farmacia,Calox,CadMe2145,"Limpiador de Oidos - 60, ml",0.0,0.0,0.0,0,0,0,0,0,0,2,1,1,0,0,1,0,5,0.4,0.5,2,1.0,3.0,0,0,0,0.175,3.0,0.0,DD,NA,3.0
Nestle,gato,Alimento,Cat Chow,PugCH352,"Adultos Deli Mix (Salmon, Carne y Pollo) - 1.5, kg",0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,0.0
Mundo Pet,perro,Accesorios,MPets,MPpMP81330,Juguete Squeaky Stick Para Perro - Azul,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0.4,0.5,0,0.0,NA,0,0,0,0.175,0.0,0.0,DD,NA,0.0
Full Pets,gato,Higiene,Tropiclean,TrTC11845,"Champú En Seco De Frutos Rojos Para Gatos - 220, ml",0.0,0.0,0.0,0,0,0,0,1,0,1,0,4,0,1,1,0,8,1.2,1.5,0,0.3333333333333333,6.0,0,0,0,0.5249999999999999,2.0,0.0,CC,NA,2.0
nan,nan,nan,nan,MPpMP11532,Puppy Pads 60x60CM - 25 uds,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Nestle,perro,Alimento,Alpo,PupAL348,"Adulto Recetas Caseras (Carne) - 2, kg",0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
Full Pets,perro,Higiene,Tropiclean,TrTC11839,"Spray Natural Contra Pulgas y Garrapatas - 473, ml",0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,1,0,0,4,0.4,0.5,2,0.6666666666666666,0.0,1,0,1,0.175,0.0,0.0,CD,NA,0.0
Full Pets,perro,Higiene,Tropiclean,TrTC11838,"Champú Natural Contra Pulgas y Garrapatas - 592, ml",NA,NA,1.0,0,0,1,0,0,0,0,0,0,1,0,1,1,5,0.6,0.75,1,1.0,1.0,1,0,0,0.26249999999999996,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,PupBE111,NA,1.0,1.0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,NA,0.0, ,NA,NA
nan,nan,nan,nan,ZegZCA1743,NA,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Cat & Dog Company,gato,Higiene,Cat & Dog Company,CagCD11701,"Perlas Aromatizantes - 100, g",0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,1,0,0,0,4,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
Yanyunis,gato,Alimento,Diamond Naturals,DigDN3199,"Active Cat (Arroz y Harina de Pollo) - 2.27, kg",0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,1,0,0,0,4,0.4,0.5,0,0.0,NA,0,0,0,0.175,1.0,0.0,DD,NA,1.0
Nestle,gato,Alimento,Cat Chow,PugCH351,"Gatitos (Pescado, Carne y Leche) - 1.5, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0.6,0.75,0,0.0,NA,0,0,0,0.26249999999999996,2.0,0.0,DD,NA,2.0
nan,nan,nan,nan,ZepZDA1747,NA,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0, ,NA,2.0
nan,nan,nan,nan,ChpCI81247AZ,NA,1.0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,NA,0.0, ,NA,NA
Nestle,perro,Alimento,Alpo,PupAL216,"Adulto Recetas Caseras (Carne) - 10, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,2,0,1,6,1.0,1.25,0,0.3333333333333333,3.0,0,0,0,0.4375,1.0,0.0,CC,NA,1.0
nan,nan,nan,nan,ZegZCA1742,NA,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,EApPlacaHNe,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,IngIT3928,NA,1.0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Full Pets,gato,Higiene,Urine Off,UrUO11855,"Urine Off para Superficies - Gato - 500, ml",0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
TechnoVet,gato,Alimento,Petilicious,PepPSA1812,"Alimento a Base de Pollo Con Verduras y Arroz Tipo Pate - 160, g",0.0,0.0,0.0,0,0,0,0,0,0,0,1,2,0,9,2,16,30,5.8,7.25,4,7.333333333333333,2.7272727272727275,13,3,10,5.5375,20.0,0.0,DB,NA,20.0
Nestle,perro,Alimento,Dog Chow,PupCH346,"Cachorro Razas Medianas y Grandes (Pollo) - 2, kg",0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,MPpMP11526,NA,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDN2165,"Light Lamb And Rice - 6.8, kg",0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1,0.3333333333333333,3.0,0,0,0,0.0,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,PupBE329,NA,1.0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,MPgMP9374,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Full Pets,perro,Higiene,Tropiclean,TrTC11835,"Aditivo Para El Agua Contra El Mal Aliento - 473, ml",0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0.6,0.75,0,0.6666666666666666,1.5,0,0,0,0.26249999999999996,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,DopDG81236,NA,NA,1.0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Herrera & Elizondo,gato,Alimento,1st CHOICE,1sgFC2774,"Gato Pelo y Piel Saludable (Salmon) - 10, kg",0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0.2,0.25,0,0.3333333333333333,6.0,0,0,0,0.0875,2.0,0.0,CD,NA,2.0
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW3122,"Pacific Stream Puppy (Salmón Ahumado) - 2.27, kg",0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,2,1,1,8,1.2,1.5,0,0.6666666666666666,3.0,1,1,0,1.525,2.0,0.0,CD,NA,2.0
Full Pets,perro,Higiene,Tropiclean,TrTC11841,"Champú Y Acondicionador De Papaya Y Coco 2 en 1 - 355, ml",NA,NA,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,NA,2.0
nan,nan,nan,nan,ChpCI81244,NA,1.0,NA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,ZepZDA1757,NA,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0, ,NA,2.0
